County,Province_State,Country_Region,Lat,Long_,Combined_Key,Cases,Deaths,Elevation,population,rate
Autauga,Alabama,US,32.53952745,-86.64408227,"Autauga, Alabama, US",2661,39,129,55869,4762.927563
Baldwin,Alabama,US,30.72774991,-87.72207058,"Baldwin, Alabama, US",8376,84,52,223234,3752.116613
Barbour,Alabama,US,31.868263,-85.3871286,"Barbour, Alabama, US",1167,10,123,24686,4727.375841
Bibb,Alabama,US,32.99642064,-87.1251146,"Bibb, Alabama, US",1157,17,75,22394,5166.562472
Blount,Alabama,US,33.98210918,-86.56790593,"Blount, Alabama, US",2822,36,184,57826,4880.157715
Bullock,Alabama,US,32.10030533,-85.71265535,"Bullock, Alabama, US",690,19,152,10101,6831.006831
Butler,Alabama,US,31.75300095,-86.68057478,"Butler, Alabama, US",1143,41,109,19448,5877.211024
Calhoun,Alabama,US,33.77483727,-85.82630386,"Calhoun, Alabama, US",6049,113,224,113605,5324.589587
Chambers,Alabama,US,32.91360079,-85.39072749,"Chambers, Alabama, US",1714,48,248,33254,5154.267156
Cherokee,Alabama,US,34.17805983,-85.60638968,"Cherokee, Alabama, US",996,24,172,26196,3802.107192
Chilton,Alabama,US,32.85044126,-86.7173256,"Chilton, Alabama, US",2185,37,189,44428,4918.069686
Choctaw,Alabama,US,32.02227341,-88.2656443,"Choctaw, Alabama, US",418,13,30,12589,3320.359044
Clarke,Alabama,US,31.68099859,-87.83548597,"Clarke, Alabama, US",1553,19,86,23622,6574.379815
Clay,Alabama,US,33.26984193,-85.85836077,"Clay, Alabama, US",896,23,324,13235,6769.928221
Cleburne,Alabama,US,33.67679204,-85.52005899,"Cleburne, Alabama, US",756,14,292,14910,5070.422535
Coffee,Alabama,US,31.39932826,-85.98901039,"Coffee, Alabama, US",2366,15,124,52342,4520.270528
Colbert,Alabama,US,34.69847452,-87.80168544,"Colbert, Alabama, US",2976,41,171,55241,5387.302909
Conecuh,Alabama,US,31.43401703,-86.99320044,"Conecuh, Alabama, US",682,14,76,12067,5651.777575
Coosa,Alabama,US,32.93690146,-86.24847739,"Coosa, Alabama, US",314,4,130,10663,2944.762262
Covington,Alabama,US,31.2477854,-86.45050893,"Covington, Alabama, US",2159,33,68,37049,5827.417744
Crenshaw,Alabama,US,31.72941803,-86.31593104,"Crenshaw, Alabama, US",703,30,106,13772,5104.559977
Cullman,Alabama,US,34.13020303,-86.86888037,"Cullman, Alabama, US",4211,36,204,83768,5026.979276
Dale,Alabama,US,31.43037123,-85.61095742,"Dale, Alabama, US",2284,54,79,49172,4644.919873
Dallas,Alabama,US,32.32688101,-87.1086671,"Dallas, Alabama, US",2223,31,31,37196,5976.449081
DeKalb,Alabama,US,34.45946862,-85.80782906,"DeKalb, Alabama, US",4696,35,386,71513,6566.638234
Elmore,Alabama,US,32.59785413,-86.14415284,"Elmore, Alabama, US",3989,61,97,81209,4912.017141
Escambia,Alabama,US,31.1256789,-87.15918694,"Escambia, Alabama, US",1969,31,63,36633,5374.935168
Etowah,Alabama,US,34.04567266,-86.04051873,"Etowah, Alabama, US",6005,64,217,102268,5871.826964
Fayette,Alabama,US,33.72076938,-87.73886638,"Fayette, Alabama, US",862,16,164,16302,5287.694761
Franklin,Alabama,US,34.44235334,-87.84289505,"Franklin, Alabama, US",2462,33,246,31362,7850.264651
Geneva,Alabama,US,31.09389027,-85.83572839,"Geneva, Alabama, US",1184,8,25,26271,4506.870694
Greene,Alabama,US,32.85504247,-87.95684022,"Greene, Alabama, US",413,17,44,8111,5091.850573
Hale,Alabama,US,32.76039258,-87.63284988,"Hale, Alabama, US",932,31,78,14651,6361.340523
Henry,Alabama,US,31.51148016,-85.24267944,"Henry, Alabama, US",843,6,97,17205,4899.738448
Houston,Alabama,US,31.15197924,-85.29939599,"Houston, Alabama, US",5108,38,58,105882,4824.238303
Jackson,Alabama,US,34.78144169,-85.99750489,"Jackson, Alabama, US",3025,24,201,51626,5859.450664
Jefferson,Alabama,US,33.55554728,-86.895063,"Jefferson, Alabama, US",31043,491,176,658573,4713.676388
Lamar,Alabama,US,33.77995024,-88.09668032,"Lamar, Alabama, US",633,7,89,13805,4585.295183
Lauderdale,Alabama,US,34.90171875,-87.65624729,"Lauderdale, Alabama, US",3872,53,201,92729,4175.608494
Lawrence,Alabama,US,34.52041498,-87.31069453,"Lawrence, Alabama, US",1239,36,187,32924,3763.212246
Lee,Alabama,US,32.60154883,-85.35132246,"Lee, Alabama, US",7597,65,208,164542,4617.058259
Limestone,Alabama,US,34.81185586,-86.98310072,"Limestone, Alabama, US",4088,44,216,98915,4132.841328
Lowndes,Alabama,US,32.1597283,-86.65158371,"Lowndes, Alabama, US",789,29,55,9726,8112.276373
Macon,Alabama,US,32.38759944,-85.69267724,"Macon, Alabama, US",717,20,102,18068,3968.34182
Madison,Alabama,US,34.76327133,-86.55069633,"Madison, Alabama, US",12528,146,270,372909,3359.532755
Marengo,Alabama,US,32.24767634,-87.78796182,"Marengo, Alabama, US",1174,24,57,18863,6223.824418
Marion,Alabama,US,34.13697363,-87.88704173,"Marion, Alabama, US",1355,35,156,29709,4560.907469
Marshall,Alabama,US,34.36975964,-86.30486727,"Marshall, Alabama, US",5961,53,181,96774,6159.712319
Mobile,Alabama,US,30.78472347,-88.20842409,"Mobile, Alabama, US",19446,360,56,413210,4706.081653
Monroe,Alabama,US,31.56729412,-87.36995001,"Monroe, Alabama, US",779,11,51,20733,3757.295133
Montgomery,Alabama,US,32.2206831,-86.20969272,"Montgomery, Alabama, US",12122,235,74,226486,5352.2072
Morgan,Alabama,US,34.45500589,-86.85475946,"Morgan, Alabama, US",6262,47,220,119679,5232.329816
Perry,Alabama,US,32.64048341,-87.29770589,"Perry, Alabama, US",672,6,84,8923,7531.099406
Pickens,Alabama,US,33.28094866,-88.08818103,"Pickens, Alabama, US",1176,18,78,19930,5900.652283
Pike,Alabama,US,31.80396383,-85.9408295,"Pike, Alabama, US",1560,14,119,33114,4710.998369
Randolph,Alabama,US,33.29526734,-85.45708831,"Randolph, Alabama, US",1003,21,283,22722,4414.2241
Russell,Alabama,US,32.28725256,-85.18415324,"Russell, Alabama, US",2192,3,98,57961,3781.853315
Shelby,Alabama,US,33.26879845,-86.66232561,"Shelby, Alabama, US",9922,76,172,89512,11084.54732
St. Clair,Alabama,US,33.71902176,-86.31029372,"St. Clair, Alabama, US",4039,55,321,217702,1855.288422
Sumter,Alabama,US,32.59117397,-88.19916205,"Sumter, Alabama, US",562,22,37,12427,4522.41088
Talladega,Alabama,US,33.37823223,-86.16886178,"Talladega, Alabama, US",3390,44,183,79978,4238.665633
Tallapoosa,Alabama,US,32.86698258,-85.79833053,"Tallapoosa, Alabama, US",1717,90,200,40367,4253.474373
Tuscaloosa,Alabama,US,33.28726072,-87.52556818,"Tuscaloosa, Alabama, US",12684,150,90,209355,6058.608584
Walker,Alabama,US,33.80270512,-87.30027177,"Walker, Alabama, US",3561,99,117,63521,5606.020056
Washington,Alabama,US,31.4092794,-88.20689944,"Washington, Alabama, US",899,18,33,16326,5506.553963
Wilcox,Alabama,US,31.98773215,-87.30891118,"Wilcox, Alabama, US",628,18,61,10373,6054.179119
Winston,Alabama,US,34.15030532,-87.37325922,"Winston, Alabama, US",1266,23,204,23629,5357.823014
Apache,Arizona,US,35.39465006,-109.4892383,"Apache, Arizona, US",5036,195,1904,71887,7005.439092
Cochise,Arizona,US,31.87934684,-109.7516088,"Cochise, Arizona, US",3272,79,1318,125922,2598.433951
Coconino,Arizona,US,35.83883429,-111.7707178,"Coconino, Arizona, US",7114,169,2079,143476,4958.320555
Gila,Arizona,US,33.80190085,-110.8132779,"Gila, Arizona, US",2689,87,999,54018,4977.970306
Graham,Arizona,US,32.93166885,-109.8882178,"Graham, Arizona, US",2008,34,845,38837,5170.327265
Greenlee,Arizona,US,33.21498827,-109.2405279,"Greenlee, Arizona, US",187,2,1445,9498,1968.835544
La Paz,Arizona,US,33.72854224,-113.9810029,"La Paz, Arizona, US",755,19,403,21108,3576.842903
Maricopa,Arizona,US,33.34835867,-112.4918154,"Maricopa, Arizona, US",194410,3922,269,4485414,4334.271039
Mohave,Arizona,US,35.70471703,-113.7577902,"Mohave, Arizona, US",5808,251,1620,212181,2737.285619
Navajo,Arizona,US,35.3997715,-110.3218983,"Navajo, Arizona, US",7756,270,1805,110924,6992.174822
Pima,Arizona,US,32.0971334,-111.7890033,"Pima, Arizona, US",36986,679,1073,1047279,3531.628153
Pinal,Arizona,US,32.90525627,-111.3449483,"Pinal, Arizona, US",15613,252,539,462789,3373.675692
Santa Cruz,Arizona,US,31.52508998,-110.8479088,"Santa Cruz, Arizona, US",3664,69,1282,46498,7879.908813
Yavapai,Arizona,US,34.59933926,-112.5538588,"Yavapai, Arizona, US",4638,110,1843,235099,1972.785933
Yuma,Arizona,US,32.76895712,-113.9066674,"Yuma, Arizona, US",16932,377,84,213787,7920.032556
Arkansas,Arkansas,US,34.29145151,-91.37277296,"Arkansas, Arkansas, US",935,20,59,17486,5347.134851
Ashley,Arkansas,US,33.19153461,-91.7698471,"Ashley, Arkansas, US",789,13,53,19657,4013.83731
Baxter,Arkansas,US,36.28784385,-92.33782872,"Baxter, Arkansas, US",1329,27,238,41932,3169.417152
Benton,Arkansas,US,36.33644656,-94.25680817,"Benton, Arkansas, US",11387,151,374,279141,4079.300425
Boone,Arkansas,US,36.3084504,-93.09374925,"Boone, Arkansas, US",1642,43,331,37432,4386.621073
Bradley,Arkansas,US,33.46755808,-92.15980837,"Bradley, Arkansas, US",447,8,59,10763,4153.117161
Calhoun,Arkansas,US,33.55598792,-92.49974403,"Calhoun, Arkansas, US",132,0,57,5189,2543.842744
Carroll,Arkansas,US,36.3403856,-93.54270261,"Carroll, Arkansas, US",1350,23,404,28380,4756.871036
Chicot,Arkansas,US,33.26458973,-91.29539209,"Chicot, Arkansas, US",1151,26,36,10118,11375.76596
Clark,Arkansas,US,34.04613432,-93.17484713,"Clark, Arkansas, US",760,10,87,22320,3405.017921
Clay,Arkansas,US,36.36826212,-90.4148172,"Clay, Arkansas, US",799,19,87,14551,5491.031544
Cleburne,Arkansas,US,35.53864922,-92.02640019,"Cleburne, Arkansas, US",667,20,141,24919,2676.672419
Cleveland,Arkansas,US,33.89723187,-92.18537045,"Cleveland, Arkansas, US",343,14,65,7956,4311.211664
Columbia,Arkansas,US,33.21230701,-93.22642793,"Columbia, Arkansas, US",1017,24,94,23457,4335.592787
Conway,Arkansas,US,35.26205537,-92.70506566,"Conway, Arkansas, US",624,7,106,20846,2993.380025
Craighead,Arkansas,US,35.83018283,-90.63235729,"Craighead, Arkansas, US",6657,75,74,110332,6033.607657
Crawford,Arkansas,US,35.58928601,-94.2446814,"Crawford, Arkansas, US",2945,35,334,63257,4655.611237
Crittenden,Arkansas,US,35.21247318,-90.30839406,"Crittenden, Arkansas, US",3123,55,67,47955,6512.355333
Cross,Arkansas,US,35.29631396,-90.77185818,"Cross, Arkansas, US",804,26,100,16419,4896.765942
Dallas,Arkansas,US,33.97042763,-92.65167437,"Dallas, Arkansas, US",278,6,74,7009,3966.329006
Desha,Arkansas,US,33.83011025,-91.25500948,"Desha, Arkansas, US",530,8,45,11361,4665.082299
Drew,Arkansas,US,33.59035001,-91.71777921,"Drew, Arkansas, US",602,7,59,18219,3304.242823
Faulkner,Arkansas,US,35.14719007,-92.33717519,"Faulkner, Arkansas, US",4517,53,89,126007,3584.721484
Franklin,Arkansas,US,35.51202821,-93.89299569,"Franklin, Arkansas, US",740,11,213,17715,4177.250917
Fulton,Arkansas,US,36.38177105,-91.81729127,"Fulton, Arkansas, US",517,12,208,12477,4143.624269
Garland,Arkansas,US,34.57692074,-93.14921604,"Garland, Arkansas, US",3579,104,140,99386,3601.11082
Grant,Arkansas,US,34.29017991,-92.42320562,"Grant, Arkansas, US",561,5,79,18265,3071.448125
Greene,Arkansas,US,36.1173546,-90.55832668,"Greene, Arkansas, US",2674,26,135,45325,5899.6139
Hempstead,Arkansas,US,33.73325583,-93.66935133,"Hempstead, Arkansas, US",825,7,107,21532,3831.506595
Hot Spring,Arkansas,US,34.31709259,-92.95396325,"Hot Spring, Arkansas, US",2825,42,93,33771,8365.165379
Howard,Arkansas,US,34.09007427,-93.9934871,"Howard, Arkansas, US",783,15,142,13202,5930.919558
Independence,Arkansas,US,35.74242707,-91.57001641,"Independence, Arkansas, US",1996,71,87,37825,5276.933245
Izard,Arkansas,US,36.09604046,-91.90847954,"Izard, Arkansas, US",959,6,203,13629,7036.466359
Jackson,Arkansas,US,35.59802983,-91.21494602,"Jackson, Arkansas, US",1598,6,70,16719,9557.987918
Jefferson,Arkansas,US,34.26767081,-91.92619839,"Jefferson, Arkansas, US",5061,109,64,66824,7573.626242
Johnson,Arkansas,US,35.56759135,-93.46036368,"Johnson, Arkansas, US",1223,11,235,26578,4601.550154
Lafayette,Arkansas,US,33.24116713,-93.60677071,"Lafayette, Arkansas, US",255,3,70,6624,3849.637681
Lawrence,Arkansas,US,36.04188196,-91.10867198,"Lawrence, Arkansas, US",1108,28,75,16406,6753.626722
Lee,Arkansas,US,34.78498904,-90.78383866,"Lee, Arkansas, US",1165,18,68,8857,13153.43796
Lincoln,Arkansas,US,33.95317155,-91.74002806,"Lincoln, Arkansas, US",2398,18,56,13024,18412.16216
Little River,Arkansas,US,33.70375665,-94.23468591,"Little River, Arkansas, US",615,40,102,12259,5016.722408
Logan,Arkansas,US,35.21413234,-93.71951016,"Logan, Arkansas, US",880,6,188,21466,4099.506196
Lonoke,Arkansas,US,34.75392199,-91.88742357,"Lonoke, Arkansas, US",2550,51,73,73309,3478.426933
Madison,Arkansas,US,36.01038185,-93.72524943,"Madison, Arkansas, US",586,8,432,16576,3535.23166
Marion,Arkansas,US,36.26844485,-92.68451899,"Marion, Arkansas, US",409,6,314,16694,2449.982029
Miller,Arkansas,US,33.31403423,-93.89285258,"Miller, Arkansas, US",2076,22,93,43257,4799.223247
Mississippi,Arkansas,US,35.76271485,-90.0519437,"Mississippi, Arkansas, US",3048,79,69,40651,7497.97053
Monroe,Arkansas,US,34.6815935,-91.20540287,"Monroe, Arkansas, US",293,4,55,6701,4372.481719
Montgomery,Arkansas,US,34.53704874,-93.65824478,"Montgomery, Arkansas, US",262,10,244,8986,2915.646561
Nevada,Arkansas,US,33.66340119,-93.30632432,"Nevada, Arkansas, US",435,14,96,8252,5271.449346
Newton,Arkansas,US,35.91947491,-93.21612969,"Newton, Arkansas, US",416,22,597,7753,5365.664904
Ouachita,Arkansas,US,33.58839816,-92.87795984,"Ouachita, Arkansas, US",652,11,61,23382,2788.469763
Perry,Arkansas,US,34.9459153,-92.94372564,"Perry, Arkansas, US",239,3,88,10455,2285.987566
Phillips,Arkansas,US,34.43268455,-90.84800154,"Phillips, Arkansas, US",910,17,46,17782,5117.534586
Pike,Arkansas,US,34.16250414,-93.65789349,"Pike, Arkansas, US",354,2,240,10718,3302.85501
Poinsett,Arkansas,US,35.57433534,-90.66268713,"Poinsett, Arkansas, US",1602,39,75,23528,6808.908535
Polk,Arkansas,US,34.48254879,-94.22728802,"Polk, Arkansas, US",733,9,593,19964,3671.608896
Pope,Arkansas,US,35.44871474,-93.03212219,"Pope, Arkansas, US",3545,42,164,64072,5532.838057
Prairie,Arkansas,US,34.83624419,-91.55162157,"Prairie, Arkansas, US",345,7,61,8062,4279.335153
Pulaski,Arkansas,US,34.77054088,-92.31355101,"Pulaski, Arkansas, US",15955,259,86,391911,4071.077362
Randolph,Arkansas,US,36.3415714,-91.02455531,"Randolph, Arkansas, US",937,30,145,17958,5217.730259
Saline,Arkansas,US,34.64916145,-92.67583224,"Saline, Arkansas, US",4473,54,138,24994,17896.29511
Scott,Arkansas,US,34.85588887,-94.0632176,"Scott, Arkansas, US",345,2,275,122437,281.7775672
Searcy,Arkansas,US,35.9109364,-92.69936482,"Searcy, Arkansas, US",282,1,208,10281,2742.92384
Sebastian,Arkansas,US,35.19605503,-94.27162713,"Sebastian, Arkansas, US",6715,122,157,7881,85204.92323
Sevier,Arkansas,US,33.99780401,-94.2424869,"Sevier, Arkansas, US",1673,18,113,127827,1308.800175
Sharp,Arkansas,US,36.16258158,-91.47819342,"Sharp, Arkansas, US",645,14,188,17007,3792.556006
St. Francis,Arkansas,US,35.02201976,-90.74828138,"St. Francis, Arkansas, US",2009,14,85,17442,11518.17452
Stone,Arkansas,US,35.86251946,-92.15684085,"Stone, Arkansas, US",450,23,219,12506,3598.272829
Union,Arkansas,US,33.16887091,-92.59746952,"Union, Arkansas, US",1475,56,60,38682,3813.143064
Van Buren,Arkansas,US,35.58095779,-92.51295036,"Van Buren, Arkansas, US",344,3,202,16545,2079.177999
Washington,Arkansas,US,35.976844,-94.21800746,"Washington, Arkansas, US",14864,174,411,239187,6214.384561
White,Arkansas,US,35.25688493,-91.74908296,"White, Arkansas, US",2876,48,70,78753,3651.924371
Woodruff,Arkansas,US,35.18902527,-91.2439489,"Woodruff, Arkansas, US",191,0,61,6320,3022.151899
Yell,Arkansas,US,35.00292371,-93.41171338,"Yell, Arkansas, US",1600,33,264,21341,7497.305656
Alameda,California,US,37.64629437,-121.8929271,"Alameda, California, US",27857,499,376,1671329,1666.757413
Alpine,California,US,38.59678594,-119.8223594,"Alpine, California, US",42,0,2487,1129,3720.106289
Amador,California,US,38.44583082,-120.65696,"Amador, California, US",457,16,734,39752,1149.627692
Butte,California,US,39.66727762,-121.6005252,"Butte, California, US",3765,59,250,219186,1717.719197
Calaveras,California,US,38.20537103,-120.552913,"Calaveras, California, US",434,21,669,45905,945.430781
Colusa,California,US,39.17881957,-122.2331726,"Colusa, California, US",663,6,36,21547,3076.994477
Contra Costa,California,US,37.91923498,-121.9289527,"Contra Costa, California, US",22747,258,362,1153526,1971.953818
Del Norte,California,US,41.74228275,-123.8974063,"Del Norte, California, US",296,1,551,27812,1064.288796
El Dorado,California,US,38.77965956,-120.5233166,"El Dorado, California, US",2018,4,1202,192843,1046.44711
Fresno,California,US,36.75733899,-119.6466953,"Fresno, California, US",36688,477,105,999101,3672.101219
Glenn,California,US,39.59875897,-122.3938452,"Glenn, California, US",853,7,161,28393,3004.261614
Humboldt,California,US,40.69923009,-123.876044,"Humboldt, California, US",801,9,677,135558,590.8909839
Imperial,California,US,33.0393082,-115.3669042,"Imperial, California, US",15568,355,-17,181215,8590.900312
Inyo,California,US,36.51112084,-117.4111978,"Inyo, California, US",280,16,1323,18039,1552.192472
Kern,California,US,35.34329425,-118.7277796,"Kern, California, US",39437,445,317,900202,4380.905619
Kings,California,US,36.07409056,-119.8159973,"Kings, California, US",10259,87,56,152940,6707.859291
Lake,California,US,39.10124298,-122.7536244,"Lake, California, US",845,19,984,64386,1312.397105
Lassen,California,US,40.67311306,-120.5935099,"Lassen, California, US",1715,3,2106,30573,5609.524744
Los Angeles,California,US,34.30828379,-118.2282411,"Los Angeles, California, US",374134,7497,734,10039107,3726.765737
Madera,California,US,37.21513971,-119.7665589,"Madera, California, US",5938,83,465,157327,3774.304474
Marin,California,US,38.07122463,-122.7210631,"Marin, California, US",7596,129,151,258826,2934.790168
Mariposa,California,US,37.57978556,-119.9073334,"Mariposa, California, US",120,2,1027,17203,697.5527524
Mendocino,California,US,39.4381191,-123.3911313,"Mendocino, California, US",1441,22,328,86749,1661.114249
Merced,California,US,37.18922369,-120.7209035,"Merced, California, US",11388,179,27,277680,4101.123596
Modoc,California,US,41.58965602,-120.7244817,"Modoc, California, US",118,0,1551,8841,1334.690646
Mono,California,US,37.93899289,-118.8872409,"Mono, California, US",507,3,2185,14444,3510.108003
Monterey,California,US,36.21862405,-121.2413397,"Monterey, California, US",14265,115,358,434061,3286.404445
Napa,California,US,38.50735751,-122.332839,"Napa, California, US",2811,17,375,137744,2040.742246
Nevada,California,US,39.30394768,-120.7627281,"Nevada, California, US",1131,9,1413,99755,1133.777756
Orange,California,US,33.70147516,-117.7645998,"Orange, California, US",71953,1556,41,3175692,2265.742396
Placer,California,US,39.06167234,-120.7240569,"Placer, California, US",6148,68,897,398329,1543.447753
Plumas,California,US,40.00355989,-120.8395236,"Plumas, California, US",181,0,1720,18807,962.4076142
Riverside,California,US,33.74314981,-115.9933578,"Riverside, California, US",82175,1417,863,2470546,3326.187814
Sacramento,California,US,38.45106826,-121.3425374,"Sacramento, California, US",34186,550,18,1552058,2202.623871
San Benito,California,US,36.60308176,-121.069975,"San Benito, California, US",1767,16,1015,62808,2813.335881
San Bernardino,California,US,34.84060306,-116.1774685,"San Bernardino, California, US",87542,1129,401,2180085,4015.531505
San Diego,California,US,33.03484597,-116.7365326,"San Diego, California, US",74361,984,777,3338330,2227.490991
San Francisco,California,US,37.75215114,-122.4385672,"San Francisco, California, US",14662,158,78,881549,1663.208738
San Joaquin,California,US,37.93433732,-121.2730061,"San Joaquin, California, US",24804,504,6,762148,3254.486005
San Luis Obispo,California,US,35.38822029,-120.4039028,"San Luis Obispo, California, US",5811,35,567,283111,2052.551826
San Mateo,California,US,37.4228808,-122.3275546,"San Mateo, California, US",13561,170,247,766573,1769.042218
Santa Barbara,California,US,34.65329488,-120.0188492,"Santa Barbara, California, US",10944,133,1001,446499,2451.069319
Santa Clara,California,US,37.23104908,-121.6970462,"Santa Clara, California, US",31603,467,335,1927852,1639.285588
Santa Cruz,California,US,37.05580291,-122.0066524,"Santa Cruz, California, US",4003,28,88,273213,1465.157222
Shasta,California,US,40.76391419,-122.0396884,"Shasta, California, US",4470,43,562,180080,2482.23012
Sierra,California,US,39.57713498,-120.5200701,"Sierra, California, US",19,0,2380,3005,632.2795341
Siskiyou,California,US,41.59198861,-122.5407434,"Siskiyou, California, US",565,2,815,43539,1297.687131
Solano,California,US,38.26827353,-121.9357113,"Solano, California, US",9745,81,17,447643,2176.957978
Sonoma,California,US,38.52746429,-122.8862506,"Sonoma, California, US",11608,155,431,494336,2348.200414
Stanislaus,California,US,37.55862499,-120.9970722,"Stanislaus, California, US",20932,420,23,550660,3801.256674
Sutter,California,US,39.03417539,-121.6945899,"Sutter, California, US",2948,14,12,96971,3040.084149
Tehama,California,US,40.12570935,-122.2370171,"Tehama, California, US",1526,23,97,65084,2344.662283
Trinity,California,US,40.6491767,-123.114713,"Trinity, California, US",124,0,1621,12285,1009.361009
Tulare,California,US,36.22026558,-118.8020203,"Tulare, California, US",19882,304,613,466195,4264.739004
Tuolumne,California,US,38.02644018,-119.9525093,"Tuolumne, California, US",806,8,1951,54478,1479.49631
Ventura,California,US,34.44465746,-119.0910613,"Ventura, California, US",18480,175,225,846006,2184.381671
Yolo,California,US,38.68278902,-121.9018288,"Yolo, California, US",4363,74,34,220500,1978.684807
Yuba,California,US,39.26255932,-121.3535644,"Yuba, California, US",1866,10,138,78668,2371.993695
Adams,Colorado,US,39.87432092,-104.3362578,"Adams, Colorado, US",26819,317,1575,517421,5183.206712
Alamosa,Colorado,US,37.57250606,-105.7885451,"Alamosa, Colorado, US",526,12,2296,16233,3240.312943
Arapahoe,Colorado,US,39.64977461,-104.3353617,"Arapahoe, Colorado, US",24552,431,1694,656590,3739.319819
Archuleta,Colorado,US,37.19474156,-107.0476867,"Archuleta, Colorado, US",167,0,2158,14029,1190.391332
Baca,Colorado,US,37.31940883,-102.5603223,"Baca, Colorado, US",72,0,1327,3581,2010.611561
Bent,Colorado,US,37.95474293,-103.0720195,"Bent, Colorado, US",79,1,1227,5577,1416.532186
Boulder,Colorado,US,40.09313619,-105.3546767,"Boulder, Colorado, US",10126,113,2068,326196,3104.268599
Broomfield,Colorado,US,39.95998787,-105.0566324,"Broomfield, Colorado, US",1848,48,1630,70465,2622.578585
Chaffee,Colorado,US,38.74745778,-106.1926573,"Chaffee, Colorado, US",590,21,3101,20356,2898.408332
Cheyenne,Colorado,US,38.82777431,-102.6032558,"Cheyenne, Colorado, US",51,0,1336,1831,2785.36319
Clear Creek,Colorado,US,39.68864463,-105.6463118,"Clear Creek, Colorado, US",172,2,2902,9700,1773.195876
Conejos,Colorado,US,37.201606,-106.1917488,"Conejos, Colorado, US",154,3,2597,8205,1876.904327
Costilla,Colorado,US,37.27732493,-105.4276548,"Costilla, Colorado, US",69,1,2457,3887,1775.147929
Crowley,Colorado,US,38.32608609,-103.7844965,"Crowley, Colorado, US",1011,2,1390,6061,16680.41577
Custer,Colorado,US,38.10883162,-105.3683478,"Custer, Colorado, US",59,0,2726,5068,1164.167324
Delta,Colorado,US,38.86246243,-107.8631342,"Delta, Colorado, US",511,8,1914,31162,1639.817727
Denver,Colorado,US,39.76018276,-104.8725695,"Denver, Colorado, US",33650,510,1611,727211,4627.267739
Dolores,Colorado,US,37.75208676,-108.5211585,"Dolores, Colorado, US",11,0,2479,2055,535.2798054
Douglas,Colorado,US,39.33133796,-104.930001,"Douglas, Colorado, US",9428,98,1946,351154,2684.861912
Eagle,Colorado,US,39.62754308,-106.6933637,"Eagle, Colorado, US",2155,11,2566,55127,3909.155223
El Paso,Colorado,US,38.83240149,-104.5251411,"El Paso, Colorado, US",23516,254,1939,26729,87979.34827
Elbert,Colorado,US,39.28656773,-104.1358721,"Elbert, Colorado, US",534,5,1801,720403,74.12517716
Fremont,Colorado,US,38.47362326,-105.4399667,"Fremont, Colorado, US",2296,3,1946,47839,4799.431426
Garfield,Colorado,US,39.59921777,-107.902708,"Garfield, Colorado, US",1974,6,2740,60061,3286.658564
Gilpin,Colorado,US,39.85646523,-105.5252597,"Gilpin, Colorado, US",75,0,2919,6243,1201.345507
Grand,Colorado,US,40.10603347,-106.1178042,"Grand, Colorado, US",333,1,2499,15734,2116.435744
Gunnison,Colorado,US,38.66611652,-107.0320729,"Gunnison, Colorado, US",447,7,2801,17462,2559.844233
Hinsdale,Colorado,US,37.82247444,-107.3004345,"Hinsdale, Colorado, US",7,0,3244,820,853.6585366
Huerfano,Colorado,US,37.68473101,-104.9612585,"Huerfano, Colorado, US",121,4,2027,6897,1754.385965
Jackson,Colorado,US,40.6659387,-106.3408905,"Jackson, Colorado, US",18,0,2477,1392,1293.103448
Jefferson,Colorado,US,39.58635604,-105.2517692,"Jefferson, Colorado, US",18369,425,2257,582881,3151.415126
Kiowa,Colorado,US,38.43260896,-102.7392145,"Kiowa, Colorado, US",21,0,1253,1406,1493.598862
Kit Carson,Colorado,US,39.30497777,-102.6022199,"Kit Carson, Colorado, US",251,7,1344,7097,3536.70565
La Plata,Colorado,US,37.28632032,-107.8429014,"La Plata, Colorado, US",1039,3,2151,8127,12784.54534
Lake,Colorado,US,39.20278823,-106.3555697,"Lake, Colorado, US",248,0,2883,56221,441.1163089
Larimer,Colorado,US,40.66671597,-105.4625784,"Larimer, Colorado, US",9029,67,2163,356899,2529.84738
Las Animas,Colorado,US,37.3153406,-104.0376458,"Las Animas, Colorado, US",186,0,1593,14506,1282.228044
Lincoln,Colorado,US,38.98749519,-103.5136649,"Lincoln, Colorado, US",117,0,1576,5701,2052.271531
Logan,Colorado,US,40.7249637,-103.110817,"Logan, Colorado, US",2042,29,1177,22409,9112.410192
Mesa,Colorado,US,39.01787888,-108.469799,"Mesa, Colorado, US",5051,50,1517,154210,3275.40367
Mineral,Colorado,US,37.66954283,-106.9281698,"Mineral, Colorado, US",32,0,3590,769,4161.248375
Moffat,Colorado,US,40.61810999,-108.2070876,"Moffat, Colorado, US",243,2,2077,13283,1829.406008
Montezuma,Colorado,US,37.33859579,-108.5958857,"Montezuma, Colorado, US",609,6,1873,26183,2325.936676
Montrose,Colorado,US,38.40214114,-108.2639022,"Montrose, Colorado, US",868,15,2794,42758,2030.029468
Morgan,Colorado,US,40.2627981,-103.8093302,"Morgan, Colorado, US",1499,51,1319,29068,5156.873538
Otero,Colorado,US,37.9014485,-103.7173385,"Otero, Colorado, US",458,9,1335,18278,2505.744611
