Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
6/21/2020,AQS,560130232,1,0.039,ppm,36,Spring Creek,17,100,44201,Ozone,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/22/2020,AQS,560130232,1,0.047,ppm,44,Spring Creek,17,100,44201,Ozone,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/23/2020,AQS,560130232,1,0.042,ppm,39,Spring Creek,17,100,44201,Ozone,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/24/2020,AQS,560130232,1,0.04,ppm,37,Spring Creek,17,100,44201,Ozone,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/25/2020,AQS,560130232,1,0.038,ppm,35,Spring Creek,17,100,44201,Ozone,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/26/2020,AQS,560130232,1,0.053,ppm,49,Spring Creek,17,100,44201,Ozone,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/27/2020,AQS,560130232,1,0.056,ppm,54,Spring Creek,17,100,44201,Ozone,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/28/2020,AQS,560130232,1,0.043,ppm,40,Spring Creek,17,100,44201,Ozone,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/29/2020,AQS,560130232,1,0.052,ppm,48,Spring Creek,17,100,44201,Ozone,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/1/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/2/2020,AQS,560190004,1,0.041,ppm,38,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/3/2020,AQS,560190004,1,0.038,ppm,35,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/4/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/5/2020,AQS,560190004,1,0.04,ppm,37,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/6/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/7/2020,AQS,560190004,1,0.041,ppm,38,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/8/2020,AQS,560190004,1,0.041,ppm,38,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/9/2020,AQS,560190004,1,0.034,ppm,31,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/10/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/11/2020,AQS,560190004,1,0.041,ppm,38,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/12/2020,AQS,560190004,1,0.039,ppm,36,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/13/2020,AQS,560190004,1,0.039,ppm,36,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/15/2020,AQS,560190004,1,0.036,ppm,33,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/16/2020,AQS,560190004,1,0.047,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/17/2020,AQS,560190004,1,0.039,ppm,36,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/18/2020,AQS,560190004,1,0.041,ppm,38,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/19/2020,AQS,560190004,1,0.04,ppm,37,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/20/2020,AQS,560190004,1,0.045,ppm,42,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/21/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/22/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/23/2020,AQS,560190004,1,0.039,ppm,36,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/24/2020,AQS,560190004,1,0.036,ppm,33,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/25/2020,AQS,560190004,1,0.036,ppm,33,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/26/2020,AQS,560190004,1,0.037,ppm,34,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/28/2020,AQS,560190004,1,0.036,ppm,33,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/29/2020,AQS,560190004,1,0.037,ppm,34,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/30/2020,AQS,560190004,1,0.041,ppm,38,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/31/2020,AQS,560190004,1,0.04,ppm,37,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/1/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/2/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/3/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/4/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/5/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/6/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/7/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/8/2020,AQS,560190004,1,0.045,ppm,42,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/9/2020,AQS,560190004,1,0.041,ppm,38,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/10/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/11/2020,AQS,560190004,1,0.045,ppm,42,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/12/2020,AQS,560190004,1,0.041,ppm,38,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/13/2020,AQS,560190004,1,0.046,ppm,43,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/14/2020,AQS,560190004,1,0.047,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/15/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/16/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/17/2020,AQS,560190004,1,0.045,ppm,42,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/18/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/19/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/20/2020,AQS,560190004,1,0.05,ppm,46,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/21/2020,AQS,560190004,1,0.054,ppm,50,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/22/2020,AQS,560190004,1,0.049,ppm,45,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/23/2020,AQS,560190004,1,0.047,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/24/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/25/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/26/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/27/2020,AQS,560190004,1,0.045,ppm,42,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/28/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
2/29/2020,AQS,560190004,1,0.046,ppm,43,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/1/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/2/2020,AQS,560190004,1,0.046,ppm,43,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/3/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/5/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/6/2020,AQS,560190004,1,0.046,ppm,43,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/7/2020,AQS,560190004,1,0.05,ppm,46,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/8/2020,AQS,560190004,1,0.026,ppm,24,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/9/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/10/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/11/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/12/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/13/2020,AQS,560190004,1,0.039,ppm,36,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/14/2020,AQS,560190004,1,0.035,ppm,32,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/15/2020,AQS,560190004,1,0.026,ppm,24,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/16/2020,AQS,560190004,1,0.032,ppm,30,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/17/2020,AQS,560190004,1,0.04,ppm,37,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/18/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/19/2020,AQS,560190004,1,0.037,ppm,34,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/20/2020,AQS,560190004,1,0.039,ppm,36,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/21/2020,AQS,560190004,1,0.047,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/22/2020,AQS,560190004,1,0.047,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/23/2020,AQS,560190004,1,0.05,ppm,46,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/24/2020,AQS,560190004,1,0.046,ppm,43,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/25/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/26/2020,AQS,560190004,1,0.045,ppm,42,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/27/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/28/2020,AQS,560190004,1,0.047,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/29/2020,AQS,560190004,1,0.045,ppm,42,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/30/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
3/31/2020,AQS,560190004,1,0.045,ppm,42,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/1/2020,AQS,560190004,1,0.032,ppm,30,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/2/2020,AQS,560190004,1,0.041,ppm,38,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/3/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/4/2020,AQS,560190004,1,0.051,ppm,47,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/5/2020,AQS,560190004,1,0.049,ppm,45,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/6/2020,AQS,560190004,1,0.05,ppm,46,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/7/2020,AQS,560190004,1,0.045,ppm,42,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/8/2020,AQS,560190004,1,0.047,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/9/2020,AQS,560190004,1,0.051,ppm,47,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/10/2020,AQS,560190004,1,0.047,ppm,44,Johnson County,16,94,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/11/2020,AQS,560190004,1,0.041,ppm,38,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/12/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/13/2020,AQS,560190004,1,0.05,ppm,46,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/14/2020,AirNow,560190004,1,0.052,ppm,48,Johnson County,18,75,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/15/2020,AQS,560190004,1,0.046,ppm,43,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/17/2020,AQS,560190004,1,0.056,ppm,54,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/18/2020,AQS,560190004,1,0.054,ppm,50,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/19/2020,AQS,560190004,1,0.047,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/20/2020,AQS,560190004,1,0.046,ppm,43,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/21/2020,AQS,560190004,1,0.052,ppm,48,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/22/2020,AQS,560190004,1,0.051,ppm,47,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/23/2020,AQS,560190004,1,0.049,ppm,45,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/24/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/25/2020,AQS,560190004,1,0.051,ppm,47,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/26/2020,AQS,560190004,1,0.046,ppm,43,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/27/2020,AQS,560190004,1,0.046,ppm,43,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/28/2020,AQS,560190004,1,0.055,ppm,51,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/29/2020,AQS,560190004,1,0.051,ppm,47,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
4/30/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/1/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/2/2020,AQS,560190004,1,0.048,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/3/2020,AQS,560190004,1,0.052,ppm,48,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/4/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/5/2020,AQS,560190004,1,0.051,ppm,47,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/6/2020,AQS,560190004,1,0.05,ppm,46,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/7/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/8/2020,AQS,560190004,1,0.049,ppm,45,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/9/2020,AQS,560190004,1,0.046,ppm,43,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/10/2020,AQS,560190004,1,0.039,ppm,36,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/11/2020,AQS,560190004,1,0.035,ppm,32,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/12/2020,AQS,560190004,1,0.03,ppm,28,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/13/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/14/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/15/2020,AQS,560190004,1,0.046,ppm,43,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/16/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/17/2020,AQS,560190004,1,0.048,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/18/2020,AQS,560190004,1,0.05,ppm,46,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/19/2020,AQS,560190004,1,0.056,ppm,54,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/20/2020,AQS,560190004,1,0.055,ppm,51,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/21/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/22/2020,AQS,560190004,1,0.05,ppm,46,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/23/2020,AQS,560190004,1,0.041,ppm,38,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/24/2020,AQS,560190004,1,0.036,ppm,33,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/25/2020,AQS,560190004,1,0.04,ppm,37,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/26/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/27/2020,AQS,560190004,1,0.038,ppm,35,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/28/2020,AQS,560190004,1,0.046,ppm,43,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/29/2020,AQS,560190004,1,0.045,ppm,42,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/30/2020,AQS,560190004,1,0.048,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
5/31/2020,AQS,560190004,1,0.045,ppm,42,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/1/2020,AQS,560190004,1,0.047,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/2/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/3/2020,AQS,560190004,1,0.055,ppm,51,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/4/2020,AQS,560190004,1,0.047,ppm,44,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/5/2020,AQS,560190004,1,0.05,ppm,46,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/6/2020,AQS,560190004,1,0.057,ppm,58,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/7/2020,AQS,560190004,1,0.055,ppm,51,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/8/2020,AQS,560190004,1,0.053,ppm,49,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/9/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/10/2020,AQS,560190004,1,0.038,ppm,35,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/11/2020,AQS,560190004,1,0.054,ppm,50,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/12/2020,AQS,560190004,1,0.054,ppm,50,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/13/2020,AQS,560190004,1,0.051,ppm,47,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/14/2020,AQS,560190004,1,0.058,ppm,61,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/15/2020,AQS,560190004,1,0.05,ppm,46,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/16/2020,AQS,560190004,1,0.044,ppm,41,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/17/2020,AQS,560190004,1,0.053,ppm,49,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/18/2020,AQS,560190004,1,0.037,ppm,34,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/19/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/20/2020,AQS,560190004,1,0.042,ppm,39,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/21/2020,AQS,560190004,1,0.036,ppm,33,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/22/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/23/2020,AQS,560190004,1,0.043,ppm,40,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/24/2020,AQS,560190004,1,0.037,ppm,34,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/25/2020,AQS,560190004,1,0.038,ppm,35,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/26/2020,AQS,560190004,1,0.053,ppm,49,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/27/2020,AQS,560190004,1,0.055,ppm,51,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/28/2020,AQS,560190004,1,0.04,ppm,37,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/29/2020,AQS,560190004,1,0.039,ppm,36,Johnson County,17,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
6/30/2020,AirNow,560190004,1,0.047,ppm,44,Johnson County,24,100,44201,Ozone,,,56,Wyoming,19,Johnson,43.87483,-106.50974
