Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2/24/2020,AQS,560130099,1,-0.7,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
2/25/2020,AQS,560130099,1,1.1,ug/m3 LC,5,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
2/26/2020,AQS,560130099,1,-0.3,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
2/27/2020,AQS,560130099,1,-1.1,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
2/28/2020,AQS,560130099,1,-0.6,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
2/29/2020,AQS,560130099,1,0.5,ug/m3 LC,2,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/1/2020,AQS,560130099,1,-0.3,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/2/2020,AQS,560130099,1,-0.8,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/3/2020,AQS,560130099,1,-0.9,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/4/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/5/2020,AQS,560130099,1,-0.1,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/6/2020,AQS,560130099,1,0.9,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/7/2020,AQS,560130099,1,1.5,ug/m3 LC,6,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/8/2020,AQS,560130099,1,1.1,ug/m3 LC,5,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/9/2020,AQS,560130099,1,1.2,ug/m3 LC,5,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/10/2020,AQS,560130099,1,0.5,ug/m3 LC,2,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/11/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/12/2020,AQS,560130099,1,0.2,ug/m3 LC,1,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/13/2020,AQS,560130099,1,1,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/14/2020,AQS,560130099,1,0.9,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/15/2020,AQS,560130099,1,1.2,ug/m3 LC,5,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/16/2020,AQS,560130099,1,1,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/17/2020,AQS,560130099,1,0.3,ug/m3 LC,1,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/18/2020,AQS,560130099,1,0,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/19/2020,AQS,560130099,1,-0.3,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/20/2020,AQS,560130099,1,0,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/21/2020,AQS,560130099,1,-0.4,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/22/2020,AQS,560130099,1,1,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/23/2020,AQS,560130099,1,0.9,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/24/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/25/2020,AQS,560130099,1,-0.1,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/26/2020,AQS,560130099,1,0,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/27/2020,AQS,560130099,1,0.3,ug/m3 LC,1,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/28/2020,AQS,560130099,1,0.5,ug/m3 LC,2,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/29/2020,AQS,560130099,1,0.3,ug/m3 LC,1,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/30/2020,AQS,560130099,1,0.4,ug/m3 LC,2,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
3/31/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/1/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/2/2020,AQS,560130099,1,1.2,ug/m3 LC,5,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/3/2020,AQS,560130099,1,-0.5,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/4/2020,AQS,560130099,1,0.8,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/5/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/6/2020,AQS,560130099,1,2.5,ug/m3 LC,10,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/7/2020,AQS,560130099,1,1.5,ug/m3 LC,6,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/8/2020,AQS,560130099,1,0.6,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/9/2020,AQS,560130099,1,1.1,ug/m3 LC,5,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/10/2020,AQS,560130099,1,0.5,ug/m3 LC,2,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/11/2020,AQS,560130099,1,0.4,ug/m3 LC,2,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/12/2020,AQS,560130099,1,-0.5,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/13/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/14/2020,AQS,560130099,1,1.4,ug/m3 LC,6,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/15/2020,AQS,560130099,1,1.3,ug/m3 LC,5,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/16/2020,AQS,560130099,1,0.8,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/17/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/18/2020,AQS,560130099,1,0,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/19/2020,AQS,560130099,1,1.2,ug/m3 LC,5,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/20/2020,AQS,560130099,1,0.8,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/21/2020,AQS,560130099,1,1.9,ug/m3 LC,8,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/22/2020,AQS,560130099,1,1.7,ug/m3 LC,7,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/23/2020,AQS,560130099,1,-0.4,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/24/2020,AQS,560130099,1,0,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/25/2020,AQS,560130099,1,1.9,ug/m3 LC,8,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/26/2020,AQS,560130099,1,0.3,ug/m3 LC,1,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/27/2020,AQS,560130099,1,0.6,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/28/2020,AQS,560130099,1,0.1,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/29/2020,AQS,560130099,1,-0.7,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
4/30/2020,AQS,560130099,1,0,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/1/2020,AQS,560130099,1,3.5,ug/m3 LC,15,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/2/2020,AQS,560130099,1,1.5,ug/m3 LC,6,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/3/2020,AQS,560130099,1,1.1,ug/m3 LC,5,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/4/2020,AQS,560130099,1,0.6,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/5/2020,AQS,560130099,1,0,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/6/2020,AQS,560130099,1,1.7,ug/m3 LC,7,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/7/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/8/2020,AQS,560130099,1,0.3,ug/m3 LC,1,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/9/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/10/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/11/2020,AQS,560130099,1,1,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/12/2020,AQS,560130099,1,2.7,ug/m3 LC,11,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/13/2020,AQS,560130099,1,1,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/14/2020,AQS,560130099,1,0.1,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/15/2020,AQS,560130099,1,-0.7,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/16/2020,AQS,560130099,1,0.1,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/17/2020,AQS,560130099,1,0,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/18/2020,AQS,560130099,1,2,ug/m3 LC,8,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/19/2020,AQS,560130099,1,1,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/20/2020,AQS,560130099,1,3.4,ug/m3 LC,14,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/21/2020,AQS,560130099,1,0.8,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/22/2020,AQS,560130099,1,0.6,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/23/2020,AQS,560130099,1,0.5,ug/m3 LC,2,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/24/2020,AQS,560130099,1,-0.1,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/25/2020,AQS,560130099,1,0,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/26/2020,AQS,560130099,1,0.1,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/27/2020,AQS,560130099,1,0.9,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/28/2020,AQS,560130099,1,0.8,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/29/2020,AQS,560130099,1,1,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/30/2020,AQS,560130099,1,2.1,ug/m3 LC,9,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
5/31/2020,AQS,560130099,1,1.4,ug/m3 LC,6,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/1/2020,AQS,560130099,1,2.5,ug/m3 LC,10,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/2/2020,AQS,560130099,1,1.3,ug/m3 LC,5,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/3/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/4/2020,AQS,560130099,1,1.6,ug/m3 LC,7,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/5/2020,AQS,560130099,1,1.7,ug/m3 LC,7,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/6/2020,AQS,560130099,1,0.4,ug/m3 LC,2,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/7/2020,AQS,560130099,1,0.1,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/8/2020,AQS,560130099,1,-0.7,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/9/2020,AQS,560130099,1,0,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/10/2020,AQS,560130099,1,1,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/11/2020,AQS,560130099,1,1,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/12/2020,AQS,560130099,1,0.7,ug/m3 LC,3,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/13/2020,AQS,560130099,1,3.5,ug/m3 LC,15,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/14/2020,AQS,560130099,1,2.2,ug/m3 LC,9,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/15/2020,AQS,560130099,1,1.9,ug/m3 LC,8,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/16/2020,AQS,560130099,1,1.8,ug/m3 LC,8,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/17/2020,AQS,560130099,1,0.5,ug/m3 LC,2,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/18/2020,AQS,560130099,1,0.4,ug/m3 LC,2,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/19/2020,AQS,560130099,1,0.1,ug/m3 LC,0,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/20/2020,AQS,560130099,1,0.9,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/21/2020,AQS,560130099,1,1.6,ug/m3 LC,7,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/22/2020,AQS,560130099,1,2,ug/m3 LC,8,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/23/2020,AQS,560130099,1,1,ug/m3 LC,4,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/24/2020,AQS,560130099,1,1.1,ug/m3 LC,5,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/25/2020,AQS,560130099,1,1.9,ug/m3 LC,8,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/26/2020,AQS,560130099,1,2.2,ug/m3 LC,9,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/27/2020,AQS,560130099,1,2,ug/m3 LC,8,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/28/2020,AQS,560130099,1,3.4,ug/m3 LC,14,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/29/2020,AQS,560130099,1,5.1,ug/m3 LC,21,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
6/30/2020,AQS,560130099,1,0.5,ug/m3 LC,2,South Pass,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,42.529999,-108.720003
1/1/2020,AQS,560130232,1,2,ug/m3 LC,8,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/2/2020,AQS,560130232,1,0.9,ug/m3 LC,4,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/3/2020,AQS,560130232,1,2.4,ug/m3 LC,10,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/4/2020,AQS,560130232,1,1.7,ug/m3 LC,7,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/5/2020,AQS,560130232,1,1.2,ug/m3 LC,5,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/6/2020,AQS,560130232,1,1.6,ug/m3 LC,7,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/7/2020,AQS,560130232,1,1.4,ug/m3 LC,6,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/8/2020,AQS,560130232,1,1,ug/m3 LC,4,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/9/2020,AQS,560130232,1,1.8,ug/m3 LC,8,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/10/2020,AQS,560130232,1,2.2,ug/m3 LC,9,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/11/2020,AQS,560130232,1,0.8,ug/m3 LC,3,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/12/2020,AQS,560130232,1,2,ug/m3 LC,8,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/13/2020,AQS,560130232,1,0.3,ug/m3 LC,1,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/14/2020,AQS,560130232,1,1.8,ug/m3 LC,8,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/15/2020,AQS,560130232,1,1.2,ug/m3 LC,5,Spring Creek,1,100,88101,PM2.5 - Local Conditions,40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
