Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2/25/2020,AQS,560130232,1,0.5,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
2/26/2020,AQS,560130232,1,1.8,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
2/27/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
2/28/2020,AQS,560130232,1,1.2,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
2/29/2020,AQS,560130232,1,1.4,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/1/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/2/2020,AQS,560130232,1,0.5,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/3/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/4/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/5/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/6/2020,AQS,560130232,1,1.5,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/7/2020,AQS,560130232,1,1.2,ppb,1,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/8/2020,AQS,560130232,1,1.3,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/9/2020,AQS,560130232,1,1.1,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/10/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/11/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/12/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/13/2020,AQS,560130232,1,1.8,ppb,1,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/14/2020,AQS,560130232,1,1,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/15/2020,AQS,560130232,1,1.9,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/16/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/17/2020,AQS,560130232,1,1.1,ppb,1,Spring Creek,18,75,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/18/2020,AQS,560130232,1,1.4,ppb,1,Spring Creek,22,92,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/19/2020,AQS,560130232,1,1.8,ppb,1,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/20/2020,AQS,560130232,1,1.4,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/21/2020,AQS,560130232,1,1.2,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/22/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/23/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/24/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/26/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,20,83,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/27/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/28/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/29/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/30/2020,AQS,560130232,1,0.5,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
3/31/2020,AQS,560130232,1,1.4,ppb,1,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/1/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/2/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/3/2020,AQS,560130232,1,1,ppb,1,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/4/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/5/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/6/2020,AQS,560130232,1,1,ppb,1,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/7/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/8/2020,AQS,560130232,1,1.7,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/9/2020,AQS,560130232,1,2.9,ppb,2,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/10/2020,AQS,560130232,1,2,ppb,2,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/11/2020,AQS,560130232,1,1,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/12/2020,AQS,560130232,1,0.5,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/13/2020,AQS,560130232,1,1,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/14/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/15/2020,AQS,560130232,1,1.3,ppb,1,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/16/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/17/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/18/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/19/2020,AQS,560130232,1,1.3,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/20/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/21/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/22/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/23/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/24/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/25/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/26/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/27/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/28/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/29/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
4/30/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/1/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/2/2020,AQS,560130232,1,1.1,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/3/2020,AQS,560130232,1,1.2,ppb,1,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/4/2020,AQS,560130232,1,1.1,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/5/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/6/2020,AQS,560130232,1,1.1,ppb,1,Spring Creek,21,88,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/7/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/8/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/9/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/10/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/11/2020,AQS,560130232,1,1.5,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/12/2020,AQS,560130232,1,2,ppb,2,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/13/2020,AQS,560130232,1,1.6,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/14/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/15/2020,AQS,560130232,1,1,ppb,1,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/16/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/17/2020,AQS,560130232,1,2,ppb,2,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/18/2020,AQS,560130232,1,1,ppb,1,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/19/2020,AQS,560130232,1,1.8,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/20/2020,AQS,560130232,1,1.4,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/21/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/22/2020,AQS,560130232,1,1,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/23/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/24/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/25/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/26/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/27/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/28/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/29/2020,AQS,560130232,1,1.3,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/30/2020,AQS,560130232,1,3.2,ppb,3,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
5/31/2020,AQS,560130232,1,1.4,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/1/2020,AQS,560130232,1,1.1,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/2/2020,AQS,560130232,1,1.1,ppb,1,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/3/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/5/2020,AQS,560130232,1,1,ppb,1,Spring Creek,21,88,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/6/2020,AQS,560130232,1,1.4,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/7/2020,AQS,560130232,1,1.1,ppb,1,Spring Creek,18,75,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/8/2020,AQS,560130232,1,1.3,ppb,1,Spring Creek,19,79,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/9/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/10/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/12/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/13/2020,AQS,560130232,1,1,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/14/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/15/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/16/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/17/2020,AQS,560130232,1,0.6,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/18/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/19/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/20/2020,AQS,560130232,1,0.8,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/21/2020,AQS,560130232,1,1.4,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/22/2020,AQS,560130232,1,1.6,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/23/2020,AQS,560130232,1,0.7,ppb,0,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/24/2020,AQS,560130232,1,1.3,ppb,1,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/25/2020,AQS,560130232,1,2.5,ppb,2,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/26/2020,AQS,560130232,1,3,ppb,3,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/27/2020,AQS,560130232,1,2.6,ppb,2,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/28/2020,AQS,560130232,1,2.5,ppb,2,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/29/2020,AQS,560130232,1,1.5,ppb,1,Spring Creek,23,96,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
6/30/2020,AQS,560130232,1,0.9,ppb,0,Spring Creek,24,100,42602,Nitrogen dioxide (NO2),40180,"Riverton, WY",56,Wyoming,13,Fremont,43.081667,-107.549444
1/1/2020,AQS,560190004,1,0.6,ppb,0,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/2/2020,AQS,560190004,1,0.5,ppb,0,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/3/2020,AQS,560190004,1,0.5,ppb,0,Johnson County,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/4/2020,AQS,560190004,1,0.4,ppb,0,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/5/2020,AQS,560190004,1,0.7,ppb,0,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/6/2020,AQS,560190004,1,0.3,ppb,0,Johnson County,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/7/2020,AQS,560190004,1,0.4,ppb,0,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/8/2020,AQS,560190004,1,0.5,ppb,0,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/9/2020,AQS,560190004,1,1.2,ppb,1,Johnson County,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/10/2020,AQS,560190004,1,1.3,ppb,1,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/11/2020,AQS,560190004,1,1.2,ppb,1,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/12/2020,AQS,560190004,1,0.3,ppb,0,Johnson County,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/13/2020,AQS,560190004,1,2.6,ppb,2,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/15/2020,AQS,560190004,1,2.1,ppb,2,Johnson County,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/16/2020,AQS,560190004,1,0.8,ppb,0,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/17/2020,AQS,560190004,1,1.9,ppb,1,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/18/2020,AQS,560190004,1,0.7,ppb,0,Johnson County,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/19/2020,AQS,560190004,1,0.5,ppb,0,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/20/2020,AQS,560190004,1,1,ppb,1,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/21/2020,AQS,560190004,1,1.2,ppb,1,Johnson County,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/22/2020,AQS,560190004,1,1.1,ppb,1,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/23/2020,AQS,560190004,1,1.1,ppb,1,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/24/2020,AQS,560190004,1,0.8,ppb,0,Johnson County,23,96,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/25/2020,AQS,560190004,1,1.1,ppb,1,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/26/2020,AQS,560190004,1,1,ppb,1,Johnson County,24,100,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
1/27/2020,AQS,560190004,1,1.8,ppb,1,Johnson County,21,88,42602,Nitrogen dioxide (NO2),,,56,Wyoming,19,Johnson,43.87483,-106.50974
